微博链接,时间,地址,经度,纬度,微博内容,紧急,分类,已过期或已删除,是否为有效信息,审核人,经纬度已人工矫正,勿动_机器分类_有效,,,,,,,
https://m.weibo.cn/detail/4661565775939542,Thu Jul 22 01:09:11 +0800 2021,河南省郑州市,113.759384,34.771713,郑州的暴雨和妈妈不约而同的想到了诺亚方舟的故事，不知道为什么还是对这章最感兴趣，可能是一边感叹于上帝的悲天悯人一边又痛心造出的人类演变成如此恶贯满盈不知悔改。这场雨整整下了四十天，地球最高的山脉也被淹没了。等洪水慢慢褪去方舟里的飞鸟走兽都出来重新繁衍。我更愿意相信彩虹是上帝和人类缔结的约定，下过雨后不会在给地面带来灾难，希望这次大家能如愿看到雨后的彩虹，平安的看到光明。#新乡暴雨# � #河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661587903776033,Thu Jul 22 02:37:07 +0800 2021,河南省郑州市,113.759384,34.771713,我是这个皮下之一 少转或者未得到回复的可以先转给我@河南暴雨互助 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661587996049814,Thu Jul 22 02:37:29 +0800 2021,河南省郑州市,113.631419,34.753439,不要盲目捐款……物资人力很重要……小心……以防有发国难财……#河南暴雨互助##郑州暴雨##河南暴雨救援# 郑州 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661632930677220,Thu Jul 22 05:36:02 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助##河南暴雨救援# 『【实时更新】腾讯新闻｜河南暴雨灾情求助地图』网页链接 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661657836194038,Thu Jul 22 07:15:00 +0800 2021,河南省郑州市,113.631419,34.753439,樱桃沟太惨了。#河南暴雨互助# 郑州 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661661514336848,Thu Jul 22 07:29:37 +0800 2021,河南省郑州市,113.759384,34.771713,【救援来了，实探阜外华中医院】22日一大早，已经有救援团队携带食物和饮水抵达阜外华中医院。此刻的阜外华中医院，积水依旧超过大楼一层深，方圆几公里还都是大面积积水！所幸经过救援，受困人员都已得到救助，暂无危险！目前阜外华中医院急需5千伏或3千伏发电机、抽水泵、电缆、电筒等急救物资，且急缺食物和饮用水。有船的救援队伍请携带相关物资前往救援！#河南一定行##河南挺住##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661662977887078,Thu Jul 22 07:35:26 +0800 2021,河南省郑州市,113.759384,34.771713,"#河南暴雨互助# #河南暴雨救援# #河南暴雨互助信息超全汇总# ❗❗❗郑大护理学院49号楼温泉楼❗❗❗失联人员：7.20地下二层值班人员，男，51岁。❗❗❗目前底下2层全部淹没，从20号下午4点左右到今天20.08打110,119.市长热线，求大家帮帮忙！#河南一定行#河南暴雨互助",,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661663367954469,Thu Jul 22 07:36:58 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助# //@奶赞阿呜:#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661663629050947,Thu Jul 22 07:38:01 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助# //@W1BoSean·VV:‼️河南省郑州市中牟县商都路东润城西南侧约200米 宝宝佳幼儿园(恒通路)，孕妇六个多月带有五岁女儿，请求帮助！#河南暴雨互助# #河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661664060279275,Thu Jul 22 07:39:43 +0800 2021,河南省郑州市,113.759384,34.771713,辉县市沟西庄村进水高度已超过人高，成了重灾区，住户已全部被淹，现在部分用户处于没水、没电，被困人员中有1/3以上是儿童。急需救援#河南暴雨互助# #河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661664244827494,Thu Jul 22 07:40:28 +0800 2021,河南省郑州市,113.759384,34.771713,#河南安阳所有公交车辆停运#【河南安阳发布暴雨红色预警 所有公交车辆停运】因安阳市连降暴雨，为确保人民群众生命安全，现紧急公告如下： 一、全市所有公交车辆停运； 二、全市所有企事业单位除必要的抢险救灾人员和值班人员外全部居家办公； 三、所有地下商场、停车场人员全部撤离，确保安全。（大河报） #安阳暴雨# #河南暴雨互助信息超全汇总#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661665687929694,Thu Jul 22 07:46:12 +0800 2021,河南省郑州市,113.759384,34.771713,寻人‼️21号凌晨一点‼️在金水区良秀路与莆田泽路尚锦佳园的地下车库‼️失联‼️#河南暴雨互助#a#河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661665717553315,Thu Jul 22 07:46:19 +0800 2021,河南省郑州市,113.759384,34.771713,求救助！求扩散！辉县市占城镇沟西庄村进水高度已超过人高，成了重灾区，住户已全部被淹！#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661670667095493,Thu Jul 22 08:05:59 +0800 2021,河南省郑州市,113.759384,34.771713,#新乡市2小时降雨量超过郑州##河南暴雨互助# 新乡求助:1.(代发)新乡市八一路新运超市停车场，求助者爸爸妈妈去买物资被困在车里了，周边有多名人员人员等待救援，救援电话一直打不通，麻烦大家帮帮忙帮帮忙����求助人电话：17630722306求助人爸爸电话：138373125932.帮转！！！谁可以弄到小型发电机么？现在家里停电老人需要呼吸机或者有氧气也可以！！！位置：星湖家园建设路西 联系电话：181772653693.温馨提示：刚才山洪沿16年洪灾原路线下来了，沿原新新汽贸，丽都十字，东关十字，向南下去，请朋友们不要外出，注意安全！！！泄洪了。4.：帮帮河师大东区！！！中原路劳动路路口开始漏电！石牌坊有爆炸！！！新一街新二街路面出现裂缝！！！小胖附近瘫痪！！！转发！尽你绵薄之力！新乡必胜！#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661670766969957,Thu Jul 22 08:06:23 +0800 2021,河南省郑州市,113.759384,34.771713,#安阳救援电话#【扩散！#安阳紧急救援求助电话#】近日，河南安阳市接连出现强降雨天气。若你身边有人需要紧急救援，请拨打以下电话↓↓愿平安！（安阳日报）#河南挺住##河南籍艺人为家乡加油#河南暴雨互助 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661674638053955,Thu Jul 22 08:21:46 +0800 2021,河南省郑州市,113.759384,34.771713,河南暴雨互助#新乡暴雨##新乡暴雨求助# 辉县只是河南的一个小县城但辉县的灾情并不轻郑州的水退了，不代表河南没灾了志愿者到郑州了，不代表河南各地都得到帮助了。 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661683782161365,Thu Jul 22 08:58:06 +0800 2021,河南省郑州市,113.631419,34.753439,#直击暴雨后的郑州##河南人民不会忘记#感动！水流湍急，郑州一女子体力不支险些被冲走男子奋力跳入水中救人！好人一生平安！郑州加油！ 热剧贩卖馆的微博视频 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661687354917549,Thu Jul 22 09:12:18 +0800 2021,河南省郑州市,0,0,轉‼️#河南暴雨互助# 郑东新区金光花苑二期宗地（中建翰林苑对面工地）郑州市郑东新区京港澳辅道与美秀路交叉口东北角向北300米路东 400人被困 三天沒吃飯！急需水和食品物資！ 陈19903788982 魏18838197800 于13837165167 鹿15238385909 //@iam_欣欣:三天没吃饭了扩扩扩‼,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661688119071617,Thu Jul 22 09:15:20 +0800 2021,河南省郑州市,113.759384,34.771713,#华晨宇 大家一定要注意安全#帮转一条求助信息⬇️卫辉市，小县城救援人手严重不够，全靠我们村干部和村民排水也不好，山上四个水库全部溢洪！！！城区内多条河流，市政府河和栏杆持平，顺城关公园河流和栏杆持平⚠️⚠️⚠️都进家了，目前还在下大雨。⚠️⚠️⚠️ #河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661688513070698,Thu Jul 22 09:16:54 +0800 2021,河南省郑州市,113.759384,34.771713,"❗ ❗ ❗ 缺少饮用水和食物郑州市高新区长椿路谦祥万和城A区急需排水队救援，抽水泵，小区数千人缺少饮用水、食物。没水没电没网络，发不出求助信息，车库地下室泡水两天两夜，物业的配的抽水泵抽了一天水位只下降了4-5厘米,照这个速度，一周抽不完水，影响房屋，地基，小区配电设施全在负二车库，急需排水。救急救急!请可以帮忙的朋友帮帮忙现在时间2021.7.22早.上8点（帮家人发）#郑州暴雨#河南暴雨互助#河南暴雨互助##河南暴雨救援#",,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661688986764347,Thu Jul 22 09:18:47 +0800 2021,河南省郑州市,113.759384,34.771713,#河南暴雨互助信息#【转给需要的人！#郑州市临时取水点信息#】为解决市民基本生活用水，河南郑州自来水公司在全市设置临时取水点41处。转存临时取水点位置↓共渡难关！#河南暴雨最新动态# @河南暴雨互助 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661689103942955,Thu Jul 22 09:19:15 +0800 2021,河南省郑州市,113.759384,34.771713,转发求扩散！——位于河南省巩义市小关镇杜沟村东沟的家人们需要紧急救援，这是我回家的路，不是水毁就是坍塌！家里95岁的老人不能走路，带不出来，爷爷腿有伤还没有恢复，现在急需铲车推土车清理路！！！屋后已经发生过一次坍塌了，经不起第二次了！这里没有信号没水没电，请求救援！13213188098 #鹤壁暴雨##巩义暴雨##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661689481431055,Thu Jul 22 09:20:45 +0800 2021,河南省郑州市,0,0,【郑州千年一遇暴雨 互助自救历劫重生】河南郑州市20日遭受千年一遇大暴雨，造成严重内涝，地铁全线停运，已致12人死亡。张先生表示，在地铁车厢中，“从来没有感受离死亡这么近。”虽然害怕，但市民在水中市民互相搀扶，救援到来了主动让给女性和老弱先走。鄭州戰千年級雨災 互助自救歷劫重生 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661690546786829,Thu Jul 22 09:24:59 +0800 2021,河南省郑州市,113.759384,34.771713,#河南为啥三天下了一整年雨##河南暴雨救援# �急待救援‼️22号9.19分已核实‼️‼️具体地址为卫辉市城郊乡北关北街184号，联系电话 18790620126】❗ ❗因雨水太大，老人在前院，我同母亲在后院。1.老人已80岁，半年前患有造血障碍，已治愈。2.房屋为1990年建造预制板房，部分墙体开裂，地面下陷断裂渗水，已到脚踝，目测还会上涨3.已关闭家中电源4.需要抽水5.无实物和水#河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661691474248922,Thu Jul 22 09:28:40 +0800 2021,河南省郑州市,113.759384,34.771713,直接标出位置吧，看了求救最多的位置，大家尽量不评论无用信息，只说目前情况和位置①有新的评论区补充②目前情况如何如果有人知道评论区补充③目前最缺是如何尽快把物资送到这些小区#郑东新区一小区洪水逼近1.6米# 河南暴雨互助 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661694700193675,Thu Jul 22 09:41:29 +0800 2021,河南省郑州市,113.759384,34.771713,河南暴雨互助 【紧急求助运送皮划艇车辆】有没有博友认识运输公司之类的单位，现在急需车辆从开封运送皮划艇到阜外医院运送物资。皮划艇长4米 宽82 现在有五艘，如有资源，请联系郭琛13849146797或私信我们！#暴雨中的河南力量# #河南暴雨互助##河南挺住##中国人的团结互助刻在骨子里##此刻河南#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661695618744887,Thu Jul 22 09:45:08 +0800 2021,河南省郑州市,113.759384,34.771713,昨晚梦到自己溺水了，在一个大水池里，刚开始水到脖子，雨一直在下，我向外呼救，并向岸边走，可是在水里，腿每次扑腾都踩不到实地，突然水盖住了我，我再走一步，被水覆盖的更深，原来我走到了一个坑里，那种溺水感扑面而来，非常窒息，然后我就醒了。 想起来有一次去海边，在浅水区拍照，本来水是不深的也就到大腿，突然我被绊了一下，一屁股坐水里了，由于重心不稳头往后倒，立马有一种窒息的溺水感，那一刻我吓坏了，赶紧往起站，但水里不比地上，挣扎了几下才站起来，那种感觉太可怕了难以想象这次河南暴雨被洪水淹没的人们在水中的挣扎有多痛苦，也难以想象小小的动物们还能存活多少，总之河南加油!一方有难，八方支援，挺住!#河南暴雨互助##河南暴雨救援#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661696092176435,Thu Jul 22 09:47:00 +0800 2021,河南省郑州市,113.759384,34.771713,从昨天到现在，郑州暴雨中大量求救的文字、视频让人揪心。一方有难八方支援，微博热搜榜基本也都是各类救灾、捐款的消息。但这时候“字节跳动投资乐华娱华”特别不合时宜地上了热搜。要知道现在正是救灾的关键时刻，热搜上一水的各家公司捐款消息。腾讯、阿里的捐款都上了热搜。偏偏同样捐了1亿的字节，因为这个上了热搜，微博能别这么阴阳怪气吗？阿里和字节都投了乐华，阿里的股份还更高些。微博当然不会和自己的大股东阿里过不去，可不就就抓着字节膈应嘛。微博因为资本控制舆论被约谈整改，现在看来一点也没长记性。大难之下，微博到现在也没看到捐款，一毛不拔，就知道搞这些上不得台面的东西。#郑州暴雨##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661699175518264,Thu Jul 22 09:59:16 +0800 2021,河南省郑州市,113.759384,34.771713,奇迹暖暖哇  我也出了力呢  #河南#河南暴雨互助  加油！ ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661699996815326,Thu Jul 22 10:02:32 +0800 2021,河南省郑州市,113.631419,34.753439,#河南暴雨互助##郑州暴雨后人间百态# 在郑州，想问一下哪里可以报名志愿者 郑州 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661700927687749,Thu Jul 22 10:06:14 +0800 2021,河南省郑州市,113.759384,34.771713,转发：请求紧急救援！！！郑州主城区的水位已经下降了，但是白沙和象湖区域险情仍然严重，水位不降反升，随着时间推移，被困群众越来越危险。紫藤公馆、岗李，张湖桥，高庄，大有庄，白坟社区，李湖桥社区，尚景秀园，尚景佳园、尚景锦园，雅居乐、中建翰林院上东城南溪福地等附近小区，成了重灾区，不知道是不是紧邻贾鲁河附近泄洪原因，到这一层住户已被淹;目前没有救援，上述区域被困人员仍在等待，断水断食断电断网已经两天了，目前水位已从80cm涨到160cm，再不及时救援，严重人员伤亡情况可能会快速增加。现在小区水太深，无法出去。如果再下雨可能还要继续涨水!手机有信号的各位同胞麻烦转发一下！#河南暴雨##河南暴雨救援##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661702169461883,Thu Jul 22 10:11:09 +0800 2021,河南省郑州市,113.759384,34.771713,#辉县暴雨#为什么这个热搜一直降！直接没有了！！！辉县那么多乡镇都紧挨山区！！！真的很危险！随时有可能山洪！ 河南暴雨互助 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661702941212796,Thu Jul 22 10:14:13 +0800 2021,河南省郑州市,113.759384,34.771713,周深#河南暴雨互助##河南挺住#  #周深 江湖缘起##周深青蛇劫起问花MV#  抗洪救灾，驰援河南，仅以绵薄之力，一片真心，助河南战胜洪灾，望举国风调雨顺！@卡布叻_周深 ,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661704459552352,Thu Jul 22 10:20:16 +0800 2021,河南省郑州市,113.759384,34.771713,【中国石化向河南灾区捐款5000万】7月22日，中国石化党组决定，委托中国石化销售河南石油分公司党委书记、分公司代表焦德才代表中国石化，向河南省慈善总会捐赠5000万元，用于郑州市防汛救灾和灾后重建。河南省遭遇罕见特大暴雨后，中国石化迅速启动“省市县站库四级联动”，全力参与地方抗洪抢险用油保障工作。平安河南、河南平安。#抗洪抢险央企行动##河南暴雨互助#,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661704715929876,Thu Jul 22 10:21:17 +0800 2021,河南省郑州市,113.759384,34.771713,#卫辉暴雨# �♀️麻烦关注下卫辉来些救援吧 �现在的情况就是救援电话打不通 人们只能在家等着  没有专业的救援团队 只能靠公务人员肉搏是不现实的 ��♂️这个视频来源于我朋友 一楼已经淹了 救援电话打不通 只能等着 家中六口人还有一位70岁以上的老人 ，即将断粮 老房子地基不稳固 ‼️非常危险希望有专业的救援关注卫辉 并驰予帮助⚠️������河南暴雨互助 小小小Qi·的微博视频,,,是,,,,,,,,,,,
https://m.weibo.cn/detail/4661705046492022,Thu Jul 22 10:22:36 +0800 2021,河南省郑州市,113.631419,34.753439,求转发：米河镇米北村五组整个小组因洪水，山体滑坡致使房屋多处倒塌，里面被困二十多个大人和小孩，里面停水停电，无网络信号，急需救援朋友圈复制来的#河南暴雨互助# 郑州 ,,,是,,,,,,,,,,,
